,id,city,state
935,11335886,Dearborn,MI
936,11314344,Boston,MA
937,11380395,Remote,Remote
938,11065550,Remote,Remote
939,7989413,Austin,TX
940,11283116,Remote,Remote
941,11400228,Columbus,IN
942,11401504,Chicago,IL
943,11438304,Atlanta,GA
944,11103278,Boston,MA
945,11103278,Plantation,FL
946,11277331,Chicago,IL
947,11277331,Riverwoods,IL
948,11270114,Remote,Remote
949,11195967,Charlotte,NC
950,11035127,Clive,IA
951,11273730,Remote,Remote
952,11080480,Dallas,TX
953,11218739,Chandler,AZ
954,10832702,Remote,Remote
955,11137708,Remote,Remote
956,11153905,Atlanta,GA
957,7853412,Brooklyn Park,MN
958,10761261,Dallas,TX
959,11416032,Albuquerque,NM
960,11438650,Cambridge,MA
961,11059376,Atlanta,GA
962,7427596,Charlotte,NC
963,10544602,Atlanta,GA
964,11147229,Belleville,IL
965,11418069,Dallas,TX
